"location","source","target"
"","defaulthtmlhead.OtherRelatedSites","වෙනත් අදාළ අඩවි:"
"","defaulthtmlhead.Personal Info","පෞද්ගලික තොරතුරු"
"","defaulthtmlhead.PersonalInformationTitle","පෞද්ගලික තොරතුරු"
"","defaulthtmlhead.PleaseTryAgainLaterAndGoToTheHomePage","කරුණාකර පසුව උත්සාහ කරන්න. ඒ අතරතුර, <<LINK_HOME_PAGE>> වෙත යාමෙන් ඔබ සොයමින් සිටි දෙය සොයා ගැනීමට ඔබට හැකි වනු ඇත. අපහසතාවයක් ඇති වුවහොත් ඒ ගැන අපි කණගාටු වන්නෙමු."
"","defaulthtmlhead.PleaseTryOneOfTheFollowingOptions","පහත දැක්වෙන විකල්පවලින් එකක් යොදා ගන්න:"
"","defaulthtmlhead.Post","පළ කරන්න"
"","defaulthtmlhead.PostAnotherAd","වෙනත් දැන්වීමක් පළ කරන්න"
"","defaulthtmlhead.Read comments","අදහස්"
"","defaulthtmlhead.Region","කලාපය"
"","defaulthtmlhead.RegisterError","<<BRAND>> - ලියාපදිංචි කිරීමේ දෝෂය"
"","defaulthtmlhead.Remove","ඉවත් කරන්න"
"","defaulthtmlhead.SearchTitle","ලුහුඬු දැන්වීම් ප්‍රචාරණ | <<BRAND>>.com"
"","defaulthtmlhead.SelectRegion","කලාපය තෝරන්න"
"","defaulthtmlhead.SellerInformation","විකුණන්නාගේ තොරතුරු"
"","defaulthtmlhead.SexualWarning","<<BRAND>> - අනතුරු ඇඟවීම් සහ වගකීමෙන් බැහැර වීම"
"","defaulthtmlhead.ShareThisVideo","මෙම වීඩියෝව හුවමාරු කරන්න"
"","defaulthtmlhead.SorryThePageYouAreLookingForIsNotAvailable","කණගාටුයි, ඔබ සොයන පිටුව නොමැතිය."
"","defaulthtmlhead.StayOnTheBrandCountryNameSite","<<BRAND>> <<COUNTRY_NAME>> මත සිටින්න"
"","defaulthtmlhead.TakeALookToTheFirstTvAdCampaignofBrand","ගැනුම්කරුවන් අලෙවිකරුවන් හමු වන, නොමිලේ ලුහුඬු දැන්වීම් සහිත <<BRAND>> හි පළමු ටීටී දැන්වීම් ව්‍යාපාරය දෙස බලන්න."
