"location","source","target"
"","car_model.dodge/polara","Polara"
"","car_model.dodge/power_wagon","Power Wagon"
"","car_model.dodge/ram","Ram"
"","car_model.dodge/ram_1500","Ram 1500"
"","car_model.dodge/ram_2500","Ram 2500"
"","car_model.dodge/ram_3500","Ram 3500"
"","car_model.dodge/ram_van","Ram Van"
"","car_model.dodge/shadow","Shadow"
"","car_model.dodge/spirit","Spirit"
"","car_model.dodge/sprinter","Sprinter"
"","car_model.dodge/stealth","Stealth"
"","car_model.dodge/stratus","Stratus"
"","car_model.dodge/viper","Viper"
"","car_model.doninvest/assol","Assol"
"","car_model.doninvest/kondor","Kondor"
"","car_model.doninvest/orion","Orion"
"","car_model.donkervoort/d8","D8"
"","car_model.eagle/h","H"
"","car_model.eagle/premier","Premier"
"","car_model.eagle/summit","Summit"
"","car_model.eagle/talon","Talon"
"","car_model.eagle/vision","Vision"
"","car_model.edsel/citation","Citation"
"","car_model.edsel/corsair","Corsair"
"","car_model.edsel/pacer","Pacer"
"","car_model.edsel/ranger","Ranger"
"","car_model.edsel/villager","Villager"
"","car_model.faw/jinn","Jinn"
"","car_model.faw/vita","Vita"
"","car_model.ferrari/206_gt_dino","206 gt Dino"
"","car_model.ferrari/208_308","208/308"
"","car_model.ferrari/208_gt/4","208 GT/4"
"","car_model.ferrari/208_gtb","208 GTB"
"","car_model.ferrari/208_gtb_turbo","208 GTB Turbo"
"","car_model.ferrari/208_gts","208 GTS"
"","car_model.ferrari/208_gts_turbo","208 GTS Turbo"
"","car_model.ferrari/246_gts_dino","246 gts Dino"
"","car_model.ferrari/246_gt_dino","246 gt Dino"
"","car_model.ferrari/288_evoluzione","288 Evoluzione"
"","car_model.ferrari/288_gto","288 GTO"
"","car_model.ferrari/3.2_mondial","3.2 Mondial"
"","car_model.ferrari/3.2_mondial_cabriolet","3.2 Mondial Cabriolet"
"","car_model.ferrari/308_gt/4","308 GT/4"
"","car_model.ferrari/308_gtb_i","308 GTB i"
"","car_model.ferrari/308_gtb_qv","308 GTB qv"
"","car_model.ferrari/308_gtb__frp_","308 GTB ( FRP )"
"","car_model.ferrari/308_gtb__steel_","308 GTB ( Steel )"
"","car_model.ferrari/308_gts","308 GTS"
"","car_model.ferrari/308_gts_i","308 GTS i"
"","car_model.ferrari/308_gts_qv","308 GTS qv"
"","car_model.ferrari/328","328"
"","car_model.ferrari/328_gtb","328 GTB"
"","car_model.ferrari/328_gts","328 GTS"
"","car_model.ferrari/348","348"
"","car_model.ferrari/348_challenge","348 Challenge"
"","car_model.ferrari/348_gt/c_lm","348 GT/C LM"
"","car_model.ferrari/348_gtb","348 GTB"
"","car_model.ferrari/348_gts","348 GTS"
"","car_model.ferrari/348_gt_competizione","348 GT Competizione"
"","car_model.ferrari/348_serie_speciale","348 Serie Speciale"
"","car_model.ferrari/348_spider","348 Spider"
"","car_model.ferrari/348_tb","348 tb"
"","car_model.ferrari/348_ts","348 ts"
"","car_model.ferrari/348_zagato","348 Zagato"
"","car_model.ferrari/360","360"
"","car_model.ferrari/360_gt","360 GT"
"","car_model.ferrari/360_modena","360 Modena"
"","car_model.ferrari/360_modena_challenge","360 Modena Challenge"
"","car_model.ferrari/360_modena_spider","360 Modena Spider"
"","car_model.ferrari/360_modena_stradale","360 Modena Challenge Stradale"
"","car_model.ferrari/365_gt4/bb","365 GT4/BB"
"","car_model.ferrari/430","430"
"","car_model.ferrari/430_scuderia","430 Scuderia"
"","car_model.ferrari/456","456"
"","car_model.ferrari/456m_gt_-_scaglietti","456M GT - Scaglietti"
"","car_model.ferrari/456_gt","456 GT"
"","car_model.ferrari/456_gta","456 GTA"
"","car_model.ferrari/456_m_gt","456 M GT"
"","car_model.ferrari/456_m_gta","456 M GTA"
"","car_model.ferrari/500_trc","500 TRC"
"","car_model.ferrari/512","512"
"","car_model.ferrari/512_bb","512 BB"
"","car_model.ferrari/512_bbi","512 BBi"
"","car_model.ferrari/512_tr","512 TR"
"","car_model.ferrari/512_tr_speciale","512 TR Speciale"
"","car_model.ferrari/550_barchetta_pininfarina","550 Barchetta Pininfarina"
"","car_model.ferrari/550_maranello","550 Maranello"
"","car_model.ferrari/575m_maranello","575M Maranello"
"","car_model.ferrari/599","599"
"","car_model.ferrari/599_gtb_fiorano","599 GTB Fiorano"
"","car_model.ferrari/612","612"
"","car_model.ferrari/612_scaglietti","612 Scaglietti"
"","car_model.ferrari/735_s","735 S"
"","car_model.ferrari/750_s","750 S"
"","car_model.ferrari/857_s","857 S"
"","car_model.ferrari/barchetta","Barchetta"
"","car_model.ferrari/berlinetta_boxer","Berlinetta Boxer"
"","car_model.ferrari/dino","Dino"
"","car_model.ferrari/enzo","Enzo"
"","car_model.ferrari/enzo_ferrari","Enzo Ferrari"
"","car_model.ferrari/f355","F355"
"","car_model.ferrari/f355_berlinetta","F355 Berlinetta"
"","car_model.ferrari/f355_berlinetta_cse","F355 Berlinetta CSE"
"","car_model.ferrari/f355_challenge","F355 Challenge"
"","car_model.ferrari/f355_club_italia","F355 Club Italia"
"","car_model.ferrari/f355_f1_berlinetta","F355 F1 Berlinetta"
"","car_model.ferrari/f355_f1_gts","F355 F1 GTS"
"","car_model.ferrari/f355_f1_spider","F355 F1 Spider"
"","car_model.ferrari/f355_gts","F355 GTS"
"","car_model.ferrari/f355_spider","F355 Spider"
"","car_model.ferrari/f40","F40"
"","car_model.ferrari/f430","F430"
"","car_model.ferrari/f430_challenge","F430 Challenge"
"","car_model.ferrari/f430_spider","F430 Spider"
"","car_model.ferrari/f50","F50"
"","car_model.ferrari/f_50","F 50"
"","car_model.ferrari/f_512_m","F 512 M"
"","car_model.ferrari/gtb_turbo","GTB Turbo"
"","car_model.ferrari/gts_turbo","GTS Turbo"
"","car_model.ferrari/maranello","Maranello"
"","car_model.ferrari/mondial","Mondial"
"","car_model.ferrari/mondial_8","Mondial 8"
"","car_model.ferrari/mondial_cabriolet","Mondial Cabriolet"
"","car_model.ferrari/mondial_qv","Mondial qv"
"","car_model.ferrari/mondial_t","Mondial t"
"","car_model.ferrari/mondial_t_cabriolet","Mondial t Cabriolet"
"","car_model.ferrari/superamerica","SUPERAMERICA"
"","car_model.ferrari/testarossa","Testarossa"
"","car_model.fiat/0","0"
"","car_model.fiat/124","124"
"","car_model.fiat/126","126"
"","car_model.fiat/127","127"
"","car_model.fiat/128","128"
"","car_model.fiat/130","130"
"","car_model.fiat/131","131"
"","car_model.fiat/132","132"
"","car_model.fiat/2300","2300"
"","car_model.fiat/238","238"
"","car_model.fiat/500","500"
"","car_model.fiat/600","600"
"","car_model.fiat/850","850"
"","car_model.fiat/900","900"
"","car_model.fiat/albea","Albea"
"","car_model.fiat/argenta","Argenta "
"","car_model.fiat/barchetta","Barchetta "
"","car_model.fiat/brava","Brava "
"","car_model.fiat/bravo","Bravo "
"","car_model.fiat/cinquecento","Cinquecento"
"","car_model.fiat/coupe","Coupe "
"","car_model.fiat/croma","Croma "
"","car_model.fiat/dino","Dino"
"","car_model.fiat/doblo","Doblo"
"","car_model.fiat/duna","Duna"
"","car_model.fiat/fiorino","Fiorino"
"","car_model.fiat/grande_punto","Grande Punto "
"","car_model.fiat/idea","Idea"
"","car_model.fiat/linea","Linea"
"","car_model.fiat/marea","Marea"
"","car_model.fiat/marea_weekend","Marea Weekend"
"","car_model.fiat/mirafiori","Mirafiori"
"","car_model.fiat/multipla","Multipla"
"","car_model.fiat/new_500","New 500"
"","car_model.fiat/palio","Palio"
"","car_model.fiat/panda","Panda "
"","car_model.fiat/punto","Punto "
"","car_model.fiat/regata","Regata "
"","car_model.fiat/ritmo","Ritmo"
"","car_model.fiat/sedici","Sedici"
"","car_model.fiat/seicento","Seicento "
"","car_model.fiat/siena","Siena"
"","car_model.fiat/stilo","Stilo "
"","car_model.fiat/strada","Strada"
"","car_model.fiat/tempra","Tempra "
"","car_model.fiat/tipo","Tipo "
"","car_model.fiat/ulysse","Ulysse "
"","car_model.fiat/uno","Uno "
"","car_model.fiat/x","X"
"","car_model.fiat/x19","X19"
"","car_model.ford/aerostar","Aerostar"
"","car_model.ford/aspire","Aspire"
"","car_model.ford/bronco","Bronco"
"","car_model.ford/bronco_ii","Bronco II"
"","car_model.ford/capri","Capri "
"","car_model.ford/consul","Consul "
"","car_model.ford/contour","Contour"
"","car_model.ford/cortina","Cortina "
"","car_model.ford/cougar","Cougar "
"","car_model.ford/crown_victoria","Crown Victoria"
"","car_model.ford/c_max","C-Max "
"","car_model.ford/econoline","Econoline"
"","car_model.ford/edge","Edge "
"","car_model.ford/escape","Escape"
"","car_model.ford/escort","Escort"
"","car_model.ford/excursion","Excursion"
"","car_model.ford/expedition","Expedition"
"","car_model.ford/explorer","Explorer"
"","car_model.ford/explorer_sport","Explorer Sport"
"","car_model.ford/explorer_sport_trac","Explorer Sport Trac"
"","car_model.ford/e_series_van","E-Series Van"
"","car_model.ford/fairlane","Fairlane"
"","car_model.ford/fairmont","Fairmont"
"","car_model.ford/falcon","Falcon"
"","car_model.ford/fiesta","Fiesta "
"","car_model.ford/five_hundred","Five Hundred"
"","car_model.ford/focus","Focus"
"","car_model.ford/focus_cc","Focus CC "
"","car_model.ford/focus_c_max","Focus C-Max "
"","car_model.ford/ford_gt","Ford GT"
"","car_model.ford/freestar","Freestar"
"","car_model.ford/freestyle","FreeStyle"
"","car_model.ford/fusion","Fusion"
"","car_model.ford/f_100","F-100"
"","car_model.ford/f_150","F-150"
"","car_model.ford/f_250","F-250"
"","car_model.ford/f_350","F-350"
"","car_model.ford/galaxie","Galaxie"
"","car_model.ford/galaxy","Galaxy"
"","car_model.ford/granada","Granada "
"","car_model.ford/gt","GT"
"","car_model.ford/gt40","GT40 "
"","car_model.ford/ka","Ka "
"","car_model.ford/maverick","Maverick "
"","car_model.ford/model_a","Model A"
"","car_model.ford/model_t","Model T"
"","car_model.ford/mondeo","Mondeo "
"","car_model.ford/mustang","Mustang"
"","car_model.ford/orion","Orion "
"","car_model.ford/other_pickups","En anden Pickup"
"","car_model.ford/probe","Probe"
"","car_model.ford/puma","Puma "
"","car_model.ford/ranchero","Ranchero"
"","car_model.ford/ranger","Ranger"
"","car_model.ford/scorpio","Scorpio "
"","car_model.ford/sierra","Sierra "
"","car_model.ford/s_max","S-Max "
"","car_model.ford/taurus","Taurus"
"","car_model.ford/tempo","Tempo"
"","car_model.ford/thunderbird","Thunderbird"
"","car_model.ford/torino","Torino"
"","car_model.ford/windstar","Windstar"
"","car_model.ford_europe/anglia","Anglia"
"","car_model.ford_europe/c-max","C-Max"
"","car_model.ford_europe/capri","Capri"
"","car_model.ford_europe/consul","Consul"
"","car_model.ford_europe/corsair","Corsair"
"","car_model.ford_europe/cortina","Cortina"
"","car_model.ford_europe/cougar","Cougar"
"","car_model.ford_europe/edge","Edge"
"","car_model.ford_europe/escort","Escort"
"","car_model.ford_europe/exec","Exec"
"","car_model.ford_europe/explorer","Explorer"
"","car_model.ford_europe/fiesta","Fiesta"
"","car_model.ford_europe/focus","Focus"
"","car_model.ford_europe/focus_c-max","Focus C-Max"
"","car_model.ford_europe/focus_cc","Focus CC"
"","car_model.ford_europe/fusion","Fusion"
"","car_model.ford_europe/galaxy","Galaxy"
"","car_model.ford_europe/granada","Granada"
"","car_model.ford_europe/gt","GT"
"","car_model.ford_europe/gt40","GT40"
"","car_model.ford_europe/ka","Ka"
"","car_model.ford_europe/maverick","Maverick"
"","car_model.ford_europe/model_t","Model T"
"","car_model.ford_europe/mondeo","Mondeo"
"","car_model.ford_europe/orion","Orion"
"","car_model.ford_europe/popular","Popular"
"","car_model.ford_europe/prefect","Prefect"
"","car_model.ford_europe/probe","Probe"
"","car_model.ford_europe/puma","Puma"
"","car_model.ford_europe/ranger","Ranger"
"","car_model.ford_europe/s-max","S-Max"
"","car_model.ford_europe/scorpio","Scorpio"
"","car_model.ford_europe/sierra","Sierra"
"","car_model.ford_europe/v8_pilot","V8 Pilot"
"","car_model.ford_europe/zephyr","Zephyr"
"","car_model.ford_europe/zodiac","Zodiac"
"","car_model.fso/125p","125p"
"","car_model.fso/126p","126p"
"","car_model.fso/127p","127p"
"","car_model.fso/132p","132p"
"","car_model.fso/polonez","Polonez"
"","car_model.fuqi/6500_land_king","6500 (Land King)"
"","car_model.gaz/12","12 ZIM"
"","car_model.gaz/13","13"
"","car_model.gaz/14","14"
"","car_model.gaz/20","20"
"","car_model.gaz/21","21"
"","car_model.gaz/22","22"
"","car_model.gaz/2217","2217 Barguzin passenger van"
"","car_model.gaz/22171","22171 Sobol passenger van"
"","car_model.gaz/23","23 Volga V8 KGB sedan"
"","car_model.gaz/2310","2310 Sobol pick-up truck"
"","car_model.gaz/2330","2330 Tiger heavy jeep"
"","car_model.gaz/24","24"
"","car_model.gaz/24-02","24-02 Volga station wagon"
"","car_model.gaz/24-10","24-10 Volga sedan (1984-1993)"
"","car_model.gaz/24-24","24-24 Volga V8 KGB sedan"
"","car_model.gaz/24-34","24-34 Volga V8 KGB sedan"
"","car_model.gaz/26969","26969"
"","car_model.gaz/2752","2752 Sobol cargo van"
"","car_model.gaz/31","31"
"","car_model.gaz/3101","3101 Volga V8 KGB luxury sedan"
"","car_model.gaz/3102","3102 Volga luxury sedan"
"","car_model.gaz/310221","310221 Volga station wagon"
"","car_model.gaz/31029","31029 Volga sedan"
"","car_model.gaz/3110","3110 Volga Volga sedan"
"","car_model.gaz/31105","31105 Volga sedan"
"","car_model.gaz/3111","3111 Volga luxury sedan"
"","car_model.gaz/3221","3221 GAZelle passenger van"
"","car_model.gaz/33023","33023 GAZelle Farmer light truck double cab"
"","car_model.gaz/33027","33027 GAZelle 4x4 light truck"
"","car_model.gaz/3937","3937 Vodnik amphibious 4x4 amphibian"
"","car_model.gaz/46","46 MAV"
"","car_model.gaz/61","61 4x4"
"","car_model.gaz/64","64 4x4 jeep"
"","car_model.gaz/67","67 4x4 jeep"
"","car_model.gaz/67b","67B 4x4 jeep"
"","car_model.gaz/69","69"
"","car_model.gaz/69a","69A 4x4 jeep"
"","car_model.gaz/a","A"
"","car_model.gaz/aa","AA"
"","car_model.gaz/m1","M1"
"","car_model.gaz/m20","M20 Pobeda"
"","car_model.gaz/m20v","M20V Pobeda"
"","car_model.gaz/mm","MM"
"","car_model.gaz/siber_luxury_sedan","Siber luxury sedan"
"","car_model.gaz/м415","М415"
"","car_model.gaz/м72","М72 Pobeda"
"","car_model.geely/beauty_leopard","Beauty Leopard"
"","car_model.geely/haoqing","Haoqing"
"","car_model.geely/maple","Maple"
"","car_model.geely/merrie","Merrie"
"","car_model.geely/otaka","Otaka"
"","car_model.geely/uliou","Uliou"
"","car_model.geo/metro","Metro"
"","car_model.geo/prizm","Prizm"
"","car_model.geo/spectrum","Spectrum"
"","car_model.geo/storm","Storm"
"","car_model.geo/tracker","Tracker"
"","car_model.gmc/acadia","Acadia"
"","car_model.gmc/envoy","Envoy"
"","car_model.gmc/jimmy","Jimmy"
"","car_model.gmc/safari","Safari"
"","car_model.gmc/savana","Savana"
"","car_model.gmc/sierra","Sierra"
"","car_model.gmc/sierra_1500","Sierra 1500"
"","car_model.gmc/sierra_2500","Sierra 2500"
"","car_model.gmc/sierra_3500","Sierra 3500"
"","car_model.gmc/sonoma","Sonoma"
"","car_model.gmc/suburban","Suburban"
"","car_model.gmc/syclone","Syclone"
"","car_model.gmc/typhoon","Typhoon"
"","car_model.gmc/vandura","Vandura"
"","car_model.gmc/yukon","Yukon"
"","car_model.great_wall/deer","Deer"
"","car_model.great_wall/hover","Hover"
"","car_model.great_wall/pegasus","Pegasus"
"","car_model.great_wall/ruv","RUV"
"","car_model.great_wall/safe","Safe"
"","car_model.great_wall/sailor","Sailor"
"","car_model.great_wall/sing","Sing"
"","car_model.great_wall/socol","Socol"
"","car_model.great_wall/socool","Socool"
"","car_model.great_wall/suv","Suv"
"","car_model.great_wall/wingle","Wingle"
"","car_model.hafei/brio","Brio"
"","car_model.hafei/princip","Princip"
"","car_model.hafei/saibao","Saibao"
"","car_model.hafei/sigma","Sigma"
"","car_model.hafei/simbo","Simbo"
"","car_model.hindustan/ambassador","Ambassador"
"","car_model.hindustan/contessa","Contessa"
"","car_model.hindustan/lancer","Lancer"
"","car_model.hindustan/pajero","Pajero"
"","car_model.holden/48-215","48-215"
"","car_model.holden/astra","Astra  "
"","car_model.holden/barina","Barina"
"","car_model.holden/calais","Calais"
"","car_model.holden/caprice"," Caprice"
"","car_model.holden/combo","Combo "
"","car_model.holden/commodore","Commodore"
"","car_model.holden/commodore_vb","Commodore VB"
"","car_model.holden/commodore_vc","Commodore VC"
"","car_model.holden/commodore_ve","Commodore VE"
"","car_model.holden/commodore_vh","Commodore VH"
"","car_model.holden/commodore_vk","Commodore VK"
"","car_model.holden/commodore_vl","Commodore VL"
"","car_model.holden/commodore_vn","Commodore VN"
"","car_model.holden/commodore_vp","Commodore VP"
"","car_model.holden/commodore_vr","Commodore VR"
"","car_model.holden/commodore_vs","Commodore VS"
"","car_model.holden/commodore_vt","Commodore VT"
"","car_model.holden/commodore_vx","Commodore VX"
"","car_model.holden/commodore_vy","Commodore VY"
"","car_model.holden/commodore_vz","Commodore VZ"
"","car_model.holden/cruze","Cruze "
"","car_model.holden/eh","EH"
"","car_model.holden/ej","EJ"
"","car_model.holden/ek","EK"
"","car_model.holden/farad"," Farad"
"","car_model.holden/fb","FB"
"","car_model.holden/fc","FC"
"","car_model.holden/fe","FE"
"","car_model.holden/fj","FJ"
"","car_model.holden/frontera","Frontera "
"","car_model.holden/hd","HD"
"","car_model.holden/hg","HG"
"","car_model.holden/hj","HJ"
"","car_model.holden/hk","HK"
"","car_model.holden/hq","HQ"
"","car_model.holden/ht","HT"
"","car_model.holden/hx","HX"
"","car_model.holden/hz","HZ"
"","car_model.holden/jackaroo","  Jackaroo "
"","car_model.holden/monaro"," Monaro"
"","car_model.holden/rodeo_ute","Rodeo UTE"
"","car_model.holden/statesmann","Statesmann"
"","car_model.holden/torana_gtr-x_coupe","Torana GTR-X Coupe"
"","car_model.holden/vectra","Vectra "
"","car_model.honda/accord","Accord"
"","car_model.honda/aerodeck","Aerodeck"
"","car_model.honda/airwave","Airwave"
"","car_model.honda/avancier","Avancier"
"","car_model.honda/capa","Capa"
"","car_model.honda/city","City"
"","car_model.honda/civic","Civic"
"","car_model.honda/concerto","Concerto "
"","car_model.honda/crx","CRX"
"","car_model.honda/cr_v","CR-V"
"","car_model.honda/del_sol","Del Sol"
"","car_model.honda/domani","Domani"
"","car_model.honda/element","Element"
"","car_model.honda/fit","FIT"
"","car_model.honda/fit_aria","Fit Aria"
"","car_model.honda/fr-v","FR-V"
"","car_model.honda/fr_v","FR-V "
"","car_model.honda/f_mx","F-mx"
"","car_model.honda/hr-v","HR-V"
"","car_model.honda/hr_v","HR-V "
"","car_model.honda/insight","Insight"
"","car_model.honda/inspire","Inspire"
"","car_model.honda/integra","Integra "
"","car_model.honda/jazz","Jazz "
"","car_model.honda/lagreat","Lagreat"
"","car_model.honda/legend","Legend "
"","car_model.honda/life","Life"
"","car_model.honda/logo","Logo "
"","car_model.honda/mobilio","Mobilio"
"","car_model.honda/n360","N360"
"","car_model.honda/n600","N600"
"","car_model.honda/nsx","NSX"
"","car_model.honda/odyssey","Odyssey"
"","car_model.honda/orthia","Orthia"
"","car_model.honda/partner","Partner"
"","car_model.honda/passport","Passport"
"","car_model.honda/pilot","Pilot"
"","car_model.honda/prelude","Prelude"
"","car_model.honda/quintet","Quintet"
"","car_model.honda/rafaga","Rafaga"
"","car_model.honda/ridgeline","Ridgeline"
"","car_model.honda/s2000","S2000"
"","car_model.honda/s600","S600"
"","car_model.honda/s800","S800"
"","car_model.honda/saber","Saber"
"","car_model.honda/shattle","Shattle"
"","car_model.honda/shuttle","Shuttle"
"","car_model.honda/sm_x","Sm-x"
"","car_model.honda/stepwgn","Stepwgn"
"","car_model.honda/stream","Stream "
"","car_model.honda/that_s","That S"
"","car_model.honda/today","Today"
"","car_model.honda/torneo","Torneo"
"","car_model.honda/vamos","Vamos"
"","car_model.honda/vigor","Vigor"
"","car_model.honda/z600","Z600"
"","car_model.huanghai/antelope","Antelope"
"","car_model.hummer/h1","H1"
"","car_model.hummer/h2","H2"
"","car_model.hummer/h3","H3"
"","car_model.hyundai/accent","Accent"
"","car_model.hyundai/amica","Amica"
"","car_model.hyundai/atos","Atos"
"","car_model.hyundai/atoz","Atoz"
"","car_model.hyundai/avante","Avante"
"","car_model.hyundai/azera","Azera"
"","car_model.hyundai/centennial","Centennial"
"","car_model.hyundai/coupe","Coupe "
"","car_model.hyundai/dynasty","Dynasty"
"","car_model.hyundai/elantra","Elantra"
"","car_model.hyundai/galloper","Galloper"
"","car_model.hyundai/genesis","Genesis"
"","car_model.hyundai/getz","Getz "
"","car_model.hyundai/grandeur","Grandeur "
"","car_model.hyundai/h_1_starex","H-1 Starex"
"","car_model.hyundai/i30","i30"
"","car_model.hyundai/lantra","Lantra"
"","car_model.hyundai/lavita","Lavita"
"","car_model.hyundai/matrix","Matrix "
"","car_model.hyundai/nf","NF"
"","car_model.hyundai/pony","Pony"
"","car_model.hyundai/santamo","Santamo"
"","car_model.hyundai/santa_fe","Santa Fe"
"","car_model.hyundai/sonata","Sonata"
"","car_model.hyundai/stellar","Stellar"
"","car_model.hyundai/s_coupe","S Coupe "
"","car_model.hyundai/terracan","Terracan "
"","car_model.hyundai/tiburon","Tiburon"
"","car_model.hyundai/trajet","Trajet "
"","car_model.hyundai/tucson","Tucson"
"","car_model.hyundai/tuscani","Tuscani"
"","car_model.hyundai/veracruz","Veracruz"
"","car_model.hyundai/verna","Verna"
"","car_model.hyundai/x2","X2"
"","car_model.hyundai/xg","XG "
"","car_model.ikco/samand","Samand"
"","car_model.infiniti/ex","EX"
"","car_model.infiniti/fx","FX"
"","car_model.infiniti/g20","G20"
"","car_model.infiniti/g35","G35"
"","car_model.infiniti/i30","I30"
"","car_model.infiniti/i35","I35"
"","car_model.infiniti/j30","J30"
"","car_model.infiniti/m","M"
"","car_model.infiniti/m30","M30"
"","car_model.infiniti/m35","M35"
"","car_model.infiniti/m45","M45"
"","car_model.infiniti/q45","Q45"
"","car_model.infiniti/qx4","QX4"
"","car_model.infiniti/qx56","QX56"
"","car_model.innocenti/elba","Elba"
"","car_model.innocenti/mille","Mille"
"","car_model.innocenti/mini","Mini"
"","car_model.innocenti/small","Small"
"","car_model.international_harvester/amigo","Amigo"
"","car_model.international_harvester/isuzu","Isuzu"
"","car_model.international_harvester/rodeo","Rodeo"
"","car_model.international_harvester/scout","Scout"
"","car_model.international_harvester/troope","Trooper"
"","car_model.international_harvester/trooper","Trooper"
"","car_model.international_harvester/vehicr","VehiCROSS"
"","car_model.international_harvester/vehicross","VehiCROSS"
"","car_model.invicta/s1","S1"
"","car_model.irmscher/coupe","Coupe"
"","car_model.irmscher/gt","GT"
"","car_model.irmscher/omega_caravan","Omega Caravan"
"","car_model.irmscher/senator","Senator"
"","car_model.isdera/commendatore","Commendatore"
"","car_model.isdera/imperator","Imperator"
"","car_model.isdera/spyder","Spyder"
"","car_model.isuzu/110","110"
"","car_model.isuzu/111","111"
"","car_model.isuzu/112","112"
"","car_model.isuzu/1200","1200"
"","car_model.isuzu/2107","2107"
"","car_model.isuzu/2110","2110"
"","car_model.isuzu/2111","2111"
"","car_model.isuzu/2112","2112"
"","car_model.isuzu/aleko","Aleko"
"","car_model.isuzu/alterra","Alterra"
"","car_model.isuzu/amigo","Amigo"
"","car_model.isuzu/ascender","Ascender"
"","car_model.isuzu/aska","Aska"
"","car_model.isuzu/axiom","Axiom"
"","car_model.isuzu/campo","Campo"
"","car_model.isuzu/crosswind","Crosswind"
"","car_model.isuzu/cvr","CVR"
"","car_model.isuzu/d-max","D-Max"
"","car_model.isuzu/deca","Deca"
"","car_model.isuzu/elf","ELF"
"","car_model.isuzu/forma","Forma"
"","car_model.isuzu/gemini","Gemini"
"","car_model.isuzu/highlander","Highlander"
"","car_model.isuzu/hombre","Hombre"
"","car_model.isuzu/i-series","I-series"
"","car_model.isuzu/impulse","Impulse"
"","car_model.isuzu/midi","Midi"
"","car_model.isuzu/mu","MU"
"","car_model.isuzu/niva","Niva"
"","car_model.isuzu/nova","Nova"
"","car_model.isuzu/oasis","Oasis"
"","car_model.isuzu/piazza","Piazza"
"","car_model.isuzu/pickup","Pickup"
"","car_model.isuzu/refine","Refine"
"","car_model.isuzu/rodeo","Rodeo"
"","car_model.isuzu/samara","Samara"
"","car_model.isuzu/sportivo","Sportivo"
"","car_model.isuzu/stylus","Stylus"
"","car_model.isuzu/trooper","Trooper"
"","car_model.isuzu/vehicross","VehiCROSS"
"","car_model.isuzu/wizard","Wizard"
"","car_model.izh/2125","2125"
"","car_model.izh/2126","2126"
"","car_model.izh/21261","21261"
"","car_model.izh/2715","2715"
"","car_model.izh/2717","2717"
"","car_model.izh/412","412"
"","car_model.jac/refine","Refine"
"","car_model.jac/rein","Rein"
"","car_model.jaguar/1,5_liter","1,5 Liter"
"","car_model.jaguar/3.8","3.8"
"","car_model.jaguar/e_type","E-Type"
"","car_model.jaguar/ss","SS"
"","car_model.jaguar/s_type","S-Type"
"","car_model.jaguar/type_c","Type C"
"","car_model.jaguar/xf","XF"
"","car_model.jaguar/xj","XJ"
"","car_model.jaguar/xj6","XJ6"
"","car_model.jaguar/xj8","XJ8"
"","car_model.jaguar/xjr","XJR"
"","car_model.jaguar/xjs","XJS"
"","car_model.jaguar/xk8","XK8"
"","car_model.jaguar/xke","XKE"
"","car_model.jaguar/xkr","XKR"
"","car_model.jaguar/xk_120","XK 120"
"","car_model.jaguar/x_type","X-Type"
"","car_model.jeep/cherokee","Cherokee"
"","car_model.jeep/cj","CJ"
"","car_model.jeep/commander","Commander"
"","car_model.jeep/commando","Commando"
"","car_model.jeep/compass","Compass"
"","car_model.jeep/grand_cherokee","Grand Cherokee"
"","car_model.jeep/laredo","Laredo"
"","car_model.jeep/liberty","Liberty"
"","car_model.jeep/patriot","Patriot"
"","car_model.jeep/renegade","Renegade"
"","car_model.jeep/tj","TJ"
"","car_model.jeep/wagoneer","Wagoneer"
"","car_model.jeep/wrangler","Wrangler"
"","car_model.jeep/yj","YJ"
"","car_model.jensen/interceptor","Interceptor"
"","car_model.jensen/jensen","Jensen"
"","car_model.kia/avella","Avella"
"","car_model.kia/besta","Besta"
"","car_model.kia/borrego","Borrego"
"","car_model.kia/capital","Capital"
"","car_model.kia/carens","Carens "
"","car_model.kia/carnival","Carnival"
"","car_model.kia/cee'd","Cee'd"
"","car_model.kia/ceed","Ceed"
"","car_model.kia/cerato","Cerato "
"","car_model.kia/clarus","Clarus "
"","car_model.kia/concord","Concord"
"","car_model.kia/elan","Elan"
"","car_model.kia/enterprise","Enterprise"
"","car_model.kia/joice","Joice"
"","car_model.kia/k2500","K2500"
"","car_model.kia/k2700","K2700"
"","car_model.kia/leo","Leo"
"","car_model.kia/magentis","Magentis "
"","car_model.kia/mentor","Mentor"
"","car_model.kia/opirus","Opirus"
"","car_model.kia/optima","Optima"
"","car_model.kia/picanto","Picanto"
"","car_model.kia/pregio","Pregio"
"","car_model.kia/pride","Pride "
"","car_model.kia/retona","Retona"
"","car_model.kia/rio","Rio"
"","car_model.kia/roadster","Roadster"
"","car_model.kia/rocsta","Rocsta"
"","car_model.kia/sedona","Sedona"
"","car_model.kia/sephia","Sephia"
"","car_model.kia/shuma","Shuma "
"","car_model.kia/sorento","Sorento"
"","car_model.kia/spectra","Spectra"
"","car_model.kia/sportage","Sportage"
"","car_model.kia/visto","Visto"
"","car_model.koenigsegg/cc","CC"
"","car_model.lada/110","110"
"","car_model.lada/111","111"
"","car_model.lada/1111_ока","1111 ОКА"
"","car_model.lada/112","112"
"","car_model.lada/1200","1200"
