"location","source","target"
"","itemdescription.vinnumber","Číslo VIN"
"","itemdescription.year","Rok"
"","itemreadyto.BuyItNow","Kúpte teraz"
"","itemreadyto.CurrentBid","Aktuálna ponuka"
"","itemreadyto.MinimumBid","Minimálna ponuka"
"","itemreadyto.PlaceBid","Pošlite ponuku"
"","itemreadyto.PriceBuyNow","Cena Kúpte teraz"
"","itemreadyto.ReadyToBid","Pripravený na ponuku?"
"","itemreadyto.ReadyToBuy","Pripravený nakupovať?"
"","comments.AddComment","&#187; Pridajte poznámku"
"","comments.AllComments","Všetky poznámky"
"","comments.AllCommentsAbout","Všetky poznámky o"
"","comments.BackToListing","Naspäť do oznámenia"
"","comments.Bad","Zlá"
"","comments.CancelComment","Zrušiť poznámku"
"","comments.Comment","Poznámka:"
"","comments.CommentAbout","poznámka o"
"","comments.CommentAdded","Ďakujeme za poznámku!"
"","comments.CommentErrorCommentEmpty","Napíšte poznámku."
"","comments.CommentErrorEmail","Zadajte znova vašu e-mailovú adresu. Overovanie e-mailovej adresy neoverilo adresu, ktorú ste zadali."
"","comments.CommentErrorEmailEmpty","Prosíme, zadajte e-mailovú adresu."
"","comments.CommentErrorNameEmpty","Zadajte meno."
"","comments.CommentForbiddenWordA","Vaša poznámka obsahuje zakázané slovo."
"","comments.CommentForbiddenWordB","Prosím, skontrolujte si vašu správu a upravte ju."
"","comments.CommentMaxLengthPartA","(Max. dĺžka"
"","comments.CommentMaxLengthPartB","znakov)"
"","comments.CommentNewCommentPublished","Vaša poznámka bola zverejnená."
"","comments.CommentRemoveMessage","[spamy a urážlivé správy budú odstránené]"
"","comments.CommentsAbout","Poznámky o"
"","comments.CommentsFormComment","Poznámka:"
"","comments.CommentsFormEmail","E-mail:"
"","comments.CommentsFormName","Meno"
"","comments.CommentsFormTitle","Poznámky"
"","comments.CommentsRemoved","Nevyužité ""Komentáre"" budú 15. augusta 2012 odstránené. Ak chcete uložiť komentáre k vašej reklame, prejdite na položku ""Spravovať komentár"", kde si ich môžete skopírovať pre ďalšie použitie. Po 15. auguste už nebudú k dispozícii. Ďakujeme."
"","comments.ContactSeller","Kontaktovať predajcu"
"","comments.EvaluateThisComment","Ohodnoťte túto poznámku"
"","comments.Excellent","Vynikajúca"
"","comments.Good","Dobrá"
"","comments.LeaveComment","» Zanechajte poznámku"
"","comments.LeaveYourComment","Napíšte poznámku:"
"","comments.MaxLengthNumberCharacters","(Max. dĺžka <<NUMBER>> znakov)"
"","comments.NoComments","Buďte prvý, kto okomentuje toto oznámenie!"
"","comments.NotifyMeOfFollowUpCommentsViaEmail","E-mailové upozornenia na následné poznámky"
"","comments.NotRated","Nehodnotené"
"","comments.PleaseEnterComment","Napíšte poznámku."
"","comments.PleaseEnterName","Zadajte meno."
"","comments.PleaseReviewYourMessageAndChangeIt","Prosím, skontrolujte si vašu správu a upravte ju."
"","comments.PostComment","Pošlite poznámku"
"","comments.RateThisUser","Hodnotenie používateľa"
"","comments.ReadMore","Čítajte Viac"
"","comments.Says","hovorí:"
"","comments.SeeAllComments","» Zobraziť všetky poznámky"
"","comments.SeeLastCommentsA","» Zobraziť posledných "
"","comments.SeeLastCommentsB"," poznámok"
"","comments.TypeVerificationCode","(Zadajte overovací kód)"
"","comments.VerificationCode","Overovací kód:"
"","comments.VerificationCodeError","Zadajte overovací kód správne"
"","comments.VeryBad","Veľmi zlá"
"","comments.VeryGood","Veľmi dobrá"
"","comments.YourCommentHasAForbiddenWord","Vaša poznámka obsahuje zakázané slovo."
"","comments.YourMessageHasBeenSent","<br />Váš odkaz bol odoslaný.<br /><br />"
"","itemcategorypath.Ads","Reklamy"
"","itemcategorypath.ALL_ADS","Reklamy"
"","itemcategorypath.CATEGORY_REGION","<<CATEGORY>> v <<REGION>>"
"","itemcategorypath.CATEGORY_REGION_CITY","<<CATEGORY>> - <<REGION>>"
"","pagetitlepoststep4.Congratulations","Gratulujeme! Vaša reklama bola úspešne uverejnená na <<BRAND>>."
"","pagetitlepoststep4.Welcome","Uverejnenie položky: úspešne odoslaná"
"","posting_step4.auction","Aukcia"
"","posting_step4.browseCategory","Prezerať kategórie <<BRAND>>"
"","posting_step4.buyNow","Kúpte teraz!"
"","posting_step4.buy_it_now","Kúpte teraz!"
"","posting_step4.category","Kategória"
"","posting_step4.classified","Inzerát"
"","posting_step4.datePosted","Dátum uverejnenia"
"","posting_step4.new","Uverejniť novú reklamu"
"","posting_step4.next","Čo by ste chceli robiť najbližšie?"
"","posting_step4.search","Hľadať vaše položky na <<BRAND>>"
"","posting_step4.title","Názov"
"","posting_step4.type","Typ"
"","posting_footeraditionallist.hair","Farba vlasov"
"","posting_footeraditionallist.street","Presná adresa (Google Maps)"
"","posting_modelcar.model","Model"
"","posting_modelcar.noModel","Model neuvedený"
"","posting_fields_1.addAnotherPhoto","Pridať ďalšie foto"
"","posting_fields_1.AllAdsReviewedWithinOneBusinessDay","Všetky reklamy skontrolujeme do 1 pracovného dňa (ale väčšinou to zvládneme oveľa skôr)."
"","posting_fields_1.AllowUsersToContactMeThroughBrand","Nezverejnite moju e-mailovú adresu. Umožniť používateľom, aby ma kontaktovali cez <<BRAND>>."
"","posting_fields_1.AnIndividual","Ako jednotlivec"
"","posting_fields_1.AProfessionalBusiness","Profesionál/Podnik"
"","posting_fields_1.auction","Aukcia"
"","posting_fields_1.business","Podnik"
"","posting_fields_1.buyNow","Kúpte teraz"
"","posting_fields_1.CasualEncountersWarning","Obsah so sexuálnou náplňou je povolený iba v kategórii Príležitostné stretnutia."
"","posting_fields_1.CasualEncountersWarningText","Pictures and videos of nudity are not allowed."
"","posting_fields_1.chooseAuctionsMsg","Predať najvyššej ponuke"
"","posting_fields_1.chooseBuyNowMsg","Predať prvému kupujúcemu za pevnú cenu"
"","posting_fields_1.ChooseCategory","Prosím, vyberte kategóriu"
"","posting_fields_1.classified","Inzerát"
"","posting_fields_1.classifiedType","Táto reklama je pre"
"","posting_fields_1.classifiedType16a","Ponúkam nehnuteľnosť"
"","posting_fields_1.classifiedType16b","Hľadám nehnuteľnosť"
"","posting_fields_1.classifiedType185a","Predávam"
"","posting_fields_1.classifiedType185b","Kúpim"
"","posting_fields_1.classifiedType186a","Ponúkam školenie"
"","posting_fields_1.classifiedType186b","Hľadám školenie"
"","posting_fields_1.classifiedType190a","Zamestnám"
"","posting_fields_1.classifiedType190b","Hľadám zamestnanie"
"","posting_fields_1.classifiedType191a","Ponúkam službu"
"","posting_fields_1.classifiedType191b","Hľadám službu"
"","posting_fields_1.classifiedType362a","Predávam vozidlo"
"","posting_fields_1.classifiedType362b","Hľadám vozidlo"
"","posting_fields_1.companyName","Názov spoločnosti"
"","posting_fields_1.day","Deň"
"","posting_fields_1.days","Dni"
"","posting_fields_1.description","Popis"
"","posting_fields_1.DescriptionRecommendation","For your privacy protection, please do not leave your contact phone # here."
"","posting_fields_1.DesiredExperience","Požadovaná prax"
"","posting_fields_1.DontAllowUsersToContactMeThroughBrandPhoneRequired","Nezverejnite moju e-mailovú adresu. Neumožniť používateľom, aby ma kontaktovali cez <<BRAND>> (je potrebný telefón)."
"","posting_fields_1.dontExposeEmail","Nezverejnite moju e-mailovú adresu"
"","posting_fields_1.DontExposeMyEmailAddress","Nezverejnite moju e-mailovú adresu. Neumožniť používateľom, aby ma kontaktovali cez <<BRAND>> (je potrebný telefón)."
"","posting_fields_1.duration","Trvanie"
"","posting_fields_1.email","E-mail"
"","posting_fields_1.Email_address_not_shared","Vaša e-mailová adresa nebude zdieľaná iným"
"","posting_fields_1.experience","Skúsenosť"
"","posting_fields_1.exposeEmail","Zverejnite môj e-mail"
"","posting_fields_1.forSale","Sell an Item"
"","posting_fields_1.HelpsYouGetManyMoreReplies","Získate omnoho viac odpovedí!"
"","posting_fields_1.IAm","Som"
"","posting_fields_1.IAmLookingForAJob","Hľadám zamestnanie"
"","posting_fields_1.IAmLookingForAnOfficeOrCommercialSpace","Hľadám kanceláriu alebo obchodné priestory"
"","posting_fields_1.IAmLookingForAParkingSpot","Hľadám parkovacie miesto"
"","posting_fields_1.IAmLookingForARoom","Hľadám izbu"
"","posting_fields_1.IAmLookingToBuy","Kúpim"
"","posting_fields_1.IAmLookingToBuyOrRentAShop","Kúpim alebo vezmem do prenájmu obchod"
"","posting_fields_1.IAmLookingToHireSomeone","Zamestnám"
"","posting_fields_1.IAmLookingToRentAHouseOrApartment","Vezmem do prenájmu dom alebo byt"
"","posting_fields_1.IAmOfferingAHouseOrApartmentForRent","Ponúkam do prenájmu dom alebo byt"
"","posting_fields_1.IAmOfferingARoomForRent","Ponúkam do prenájmu izbu"
"","posting_fields_1.IAmSelling","Predávam"
"","posting_fields_1.IAmSellingOrRentingAnOfficeOrCommercialSpace","Predávam alebo ponúkam do prenájmu kanceláriu alebo obchodné priestory"
"","posting_fields_1.IAmSellingOrRentingAParkingSpot","Predávam alebo ponúkam do prenájmu parkovacie miesto"
"","posting_fields_1.IAmSellingOrRentingAShop","Predávam alebo ponúkam do prenájmu obchod"
"","posting_fields_1.identity","Som"
"","posting_fields_1.IfAdApprovedYouWillReceiveEmailConfirmation","Po schválení dostanete potvrdenie e-mailom obsahujúcim prepojenie na vašu reklamu."
"","posting_fields_1.imLooking","Search a Class"
"","posting_fields_1.imOffering","Offer a Class"
"","posting_fields_1.individual","jednotlivec"
"","posting_fields_1.InThisAd","V tejto reklame:"
"","posting_fields_1.I_am_We_are","Ja som/my sme"
"","posting_fields_1.jobOffer","Offer a Job"
"","posting_fields_1.jobSearch","Find a Job"
"","posting_fields_1.JobsWantedResumesWarning","Ak hľadáte prácu, použite kategóriu<<JOBWANTED-RESUMES>>."
"","posting_fields_1.JobsWarning","Ak chcete niekoho zamestnať, použite kategóriu <<JOBS>>."
"","posting_fields_1.jobTitle","Funkcia"
"","posting_fields_1.listingType","Typ oznámenia"
"","posting_fields_1.LookingFor","Hľadá"
"","posting_fields_1.man","Muž"
"","posting_fields_1.maskedEmail","Vaša e-mailová adresa bude zamaskovaná!"
"","posting_fields_1.minimum_price","Základná cena"
"","posting_fields_1.minLength","Dobré názvy obsahujú také slová, ktoré ľudia hľadajúci vaše oznámenie môžu vyhľadávať"
"","posting_fields_1.mm_1","Sme pár (dvaja muži)"
"","posting_fields_1.mm_2","pár (dvaja muži)"
"","posting_fields_1.monthlyRent","Prenájom"
"","posting_fields_1.mw_1","Sme pár (muž a žena)"
"","posting_fields_1.mw_2","pár (muž a žena)"
"","posting_fields_1.MyAdIsIn","Moja reklama je v"
"","posting_fields_1.m_1","Som muž"
"","posting_fields_1.m_2","muž"
"","posting_fields_1.offer","Offer a"
"","posting_fields_1.optional","voliteľné"
"","posting_fields_1.OptionalInformation","Voliteľná informácia:"
"","posting_fields_1.phoneNumber","Telefónne číslo"
"","posting_fields_1.PhoneWarning","Vo vašom záujme nezadajte svoje telefónne číslo"
"","posting_fields_1.photos","Fotografie"
"","posting_fields_1.PleaseDoNotPostYourAdInMultipleCities","Prosíme, nepodávajte svoju reklamu vo viacerých mestách."
"","posting_fields_1.Please_Choose","Vyberte:"
"","posting_fields_1.positionType","Typ pozície"
"","posting_fields_1.price","Cena"
"","posting_fields_1.professional","Profesionál"
"","posting_fields_1.reserve_price","Vyvolávacia cena"
"","posting_fields_1.salary","Mzda v rozsahu "
"","posting_fields_1.SalaryRange","Mzda v rozsahu "
"","posting_fields_1.search","Find a"
"","posting_fields_1.sex","Pohlavie"
"","posting_fields_1.SexuallyExplicitContentWarning","Sexuálne explicitný obsah nie je povolený."
"","posting_fields_1.title","Nadpis"
"","posting_fields_1.TitleRecommendation","Compose titles correctly. It will allow you to attract more visitors to your ad."
"","posting_fields_1.TitleRecommendationLink","How to create a correct title…"
"","posting_fields_1.UnlikeMostSitesBrandManuallyReviewsCategoryAds","Na rozdiel od ostatných stránok zaoberajúcich sa s inzerátmi, <<BRAND>> manuálne skontroluje všetky inzeráty pred ich zobrazením vo výsledkoch vyhľadávania."
"","posting_fields_1.UntilIsSold","Kým sa nepredá alebo neuzavrie"
"","posting_fields_1.validationError","Skontrolujte si chybné polia"
"","posting_fields_1.wanted","Find an Item"
"","posting_fields_1.WeWillDisplayYourAddressOnGoogleMaps","Zobrazíme vašu adresu v aplikácii Google Maps."
"","posting_fields_1.woman","Žena"
"","posting_fields_1.ww_1","Sme pár (dve ženy)"
"","posting_fields_1.ww_2","pár (dve ženy)"
"","posting_fields_1.w_1","Som žena"
"","posting_fields_1.w_2","žena"
"","posting_fields_1.YourAdHasBeenSuccessfullySubmittedForApproval","Váš inzerát ste úspešne odoslali na schválenie."
"","posting_fields_1.YourAdIsIn","Toto oznámenie je v"
"","posting_fields_1.YourAdWasSubmittedForReview","Vašu reklamu sme poslali nášmu tímu pre obsah na kontrolu."
"","posting_fields_1.YourAdWillAppearAtNationalAndStateLevelAsWell","Vaša reklama sa objaví na celoštátnej aj krajskej úrovni."
"","posting_fields_1.YourEmailAddressWontBeShared","Vaša e-mailová adresa nebude zdieľaná iným"
"","edititem_submitbutton.EditIt","Upraviť"
"","edititem_submitbutton.save","Uložiť zmeny"
"","posting_publishbutton.publish","Zverejniť"
"","posting_publishbutton.ValidationError","There were problems with some of the fields."
"","posting_loginbox.BrandUsernameOrEmail","<<BRAND>> Username or Email"
"","posting_loginbox.confirmPassword","Potvrďte heslo"
"","posting_loginbox.existingUser","Existujúci člen - Prihláste sa"
"","posting_loginbox.newUser","Nový člen - Chcem vytvoriť nové konto"
"","posting_loginbox.notnow","Teraz nie"
"","posting_loginbox.optional","voliteľné"
"","posting_loginbox.optionalLogin","Voliteľné: Identifikujte sa, spravovanie vašich oznámení sa tým zjednoduší"
"","posting_loginbox.passwdConfMsgError","Potvrdenie hesla nesúhlasí s heslom"
"","posting_loginbox.passwdConfMsgOk","Potvrdené heslo súhlasí"
"","posting_loginbox.passwdMsg","(aspoň 6 znakov)"
"","posting_loginbox.passwdMsgError","Neplatné heslo"
"","posting_loginbox.passwdMsgOk","Platné heslo"
"","posting_loginbox.password","Heslo"
"","posting_loginbox.reqLogin","Prihláste sa alebo sa zaregistrujte"
"","posting_loginbox.requiredLogin","Nemusíte sa zaregistrovať, aby ste mohli používať <<BRAND>>, ale odporúčame vám to. Spravovanie vašich oznámení sa tým zjednoduší"
"","posting_loginbox.userBlacked","Vaše používateľské konto je zablokované."
"","posting_loginbox.username","Používateľské meno"
"","posting_loginbox.usernameEmail","E-mailové používateľské meno alebo e-mail"
"","posting_loginbox.usernameReq","(6 - 20 alfanumerických znakov bez medzier a špeciálnych znakov)"
"","posting_photos.addAnotherPhoto","Pridať ďalšie foto"
"","posting_photos.AdsWithPhotos5TimesMore","Reklamy s fotografiami sú prezerané až 5 krát častejšie ako reklamy bez fotografií."
"","posting_photos.browse","Prehľadávať"
"","posting_photos.email","E-mail"
"","posting_photos.errorPhoto","Chyba"
"","posting_photos.optional","voliteľné"
"","posting_photos.photos","Fotografie"
"","posting_photos.RemovePhoto","Odstrániť túto fotografiu"
"","posting_photos.UploadPhotos","Odoslať fotografiu"
"","pagetitlepoststep3.Welcome","Zobraziť a upraviť vašu reklamu"
"","citymessage.CityNotFoundA","<p class=""title"">V hľadanom meste nie sú žiadne oznámenia: "
"","citymessage.CityNotFoundB","</p><p>Niekoľko užitočných tipov: </p><ul>	<li>Hľadajte v zozname miest v pravom stĺpci tejto strany.</li>	<li>Skúste používať filter na regióny.</li>	<li>Skontrolujte pravopis a skúste znova!</li></ul>"
"","posting_changecategorymod.Accept","Akceptovať"
"","posting_changecategorymod.Cancel","Zrušiť"
"","posting_changecategorymod.Or","alebo"
"","posting_changecategorymod.ValidationError","Vyplňte, prosím, chýbajúce polia."
"","posting_changeregionmod.Accept","Akceptovať"
"","posting_changeregionmod.Cancel","Zrušiť"
"","posting_changeregionmod.Or","alebo"
"","posting_changeregionmod.ValidationError","Vyplňte, prosím, chýbajúce polia."
"","item.AddPhotos","pridať fotografie"
"","item.AdSubmittedForApproval","Váš inzerát bol odoslaný na schválenie"
"","item.AlreadyMarkedFavorite","Ľutujeme, ale zdá sa, že ste tento inzerát označili ako obľúbený už v minulosti."
"","item.BrandToolsAndWidgets","<<BRAND>> Nástroje a widgety"
"","item.checkIt","Môžete to vyskúšať na strane:"
"","item.ChooseAnotherCategory","Zvoliť inú kategóriu"
"","item.ChosenCategory","Zvolená kategória"
"","item.Clear","Vymazať"
"","item.CreateFlyersOfYourAd","Vytvorte leták k svojej reklame"
"","item.CreatePDF","Vytvoriť PDF"
"","item.CreateYourFlyer","Vytvorte svoj leták"
"","item.DistributeTheseFlyersToGetMoreResponses","Rozširovaním týchto letákov si zabezpečte väčší ohlas"
"","item.EG","napr."
"","item.EmailToDisplayOnTheFlyer","Uveďte svoju e-mailovú adresu na letáku"
"","item.End","Koniec:"
"","item.Ended_New","Ended"
"","item.Favorite","Obľúbené"
"","item.GetDirections","Získať pokyny"
"","item.GoToFavorites","Prejsť k obľúbeným"
"","item.GoToYourFavorites","Skok na obľúbené"
"","item.headmail"," thought you would be interested in this item at this site:<br /><br />"
"","item.headmail1"," <br /><br />Click on the above link or cut and paste it into your browser.<br /><br /><br />"
"","item.hello","Vitajte,"
"","item.Important","Dôležité:"
"","item.IncludeLargeMap","Vrátane veľkej mapy"
"","item.IncludeOneImage","Vašu reklamu môžte propagovať na domovskej stránke, ale musí obsahovať aspoň jeden obrázok."
"","item.justPosted","práve uverejnil"
"","item.kilometers","kilometrov"
"","item.LessOptions","[-] Menej možností"
"","item.LinkToYourAd","Prepojenie na vašu reklamu"
"","item.listingIn","oznámenie na <<BRAND>>"
"","item.man","Muž"
"","item.miles","míľ"
"","item.MoreOptions","[+] Viac možností"
"","item.new","Nové"
"","item.No","Nem"
"","item.NotPublishedYetApprovalPending","Ešte nie je zverejnený. Prebieha schvaľovanie."
"","item.Preview","Ukážka"
"","item.PrintFlyersOfYourAd","Vytlačte si leták k inzerátu <<BRAND>>"
"","item.PrintMap","Tlač mapy"
"","item.PrintYourAd","Vytlačte si svoju reklamu"
"","item.RemoveFromFavorites","Odobrať z obľúbených"
"","item.Saving","spracovanie"
"","item.SelectACategory","Vyberte kategóriu:"
"","item.SelectADifferentAd","Zvoľte inú reklamu"
"","item.SelectThePictureToUseAndCreateFlyersOfYourAd","Vyberte obraz, ktorý chcete použiť, a vytvorte letáky pre svoj inzerát."
"","item.SelectThePictureToUseForTheFlyer","Vyberte obraz, ktorý chcete použiť vo svojom letáku"
"","item.sex","Pohlavie"
"","item.ShareAd","podeliť sa o reklamu"
"","item.SomeRegionsMayHavePenaltiesForThoseWhoPlaceFlyersOnTheStreets","Niektoré regióny môžu udeľovať pokuty za rozširovanie letákov na uliciach"
"","item.StartAddress","Začiatočná adresa"
"","item.subject","I thought you would be interested in this <<BRAND>> listing"
"","item.SwapStartEnd","Vymeniť začiatok/koniec"
"","item.ThisAdIsNoLongerAvailable","Toto oznámenie už nie je dostupné."
"","item.ThisIsAPreviewToSeeTheFinalDesignClickTheCreatePDFButton","Toto je ukážka, konečný dizajn si môžete zobraziť tlačidlom „Vytvoriť PDF“."
"","item.ThoughtWouldBeInterestedInThisBrandAd","I thought you would be interested in this <<BRAND>> listing"
"","item.used","Použité"
"","item.ViewBiggerMap","Zobraziť väčšiu mapu"
"","item.woman","Žena"
"","item.Yes","Áno"
"","item.YourAdWillBeReviewedShortlyAndReceiveAnEmailWhenItIsApprovedAndPublishedOnBrand","Váš inzerát čoskoro skontrolujeme. Po jeho schválení a zverejnení na stránkach <<BRAND>> dostanete oznámenie e-mailom."
"","messages_show_help.Help","Pomocník"
"","posting_fields_2.addAnotherPhoto","Pridať ďalšie foto"
"","posting_fields_2.auction","Aukcia"
"","posting_fields_2.business","Podnik"
"","posting_fields_2.buyNow","Kúpte teraz"
"","posting_fields_2.chooseAuctionsMsg","Predať najvyššej ponuke"
"","posting_fields_2.chooseBuyNowMsg","Predať prvému kupujúcemu za pevnú cenu"
"","posting_fields_2.classified","Inzerát"
"","posting_fields_2.classifiedType","Táto reklama"
"","posting_fields_2.classifiedType16a","Ponúkam nehnuteľnosť"
"","posting_fields_2.classifiedType16b","Hľadám nehnuteľnosť"
"","posting_fields_2.classifiedType185a","Predávam"
"","posting_fields_2.classifiedType185b","Kúpim"
"","posting_fields_2.classifiedType186a","Ponúkam školenie"
"","posting_fields_2.classifiedType186b","Hľadám školenie"
"","posting_fields_2.classifiedType190a","Zamestnám"
"","posting_fields_2.classifiedType190b","Hľadám zamestnanie"
"","posting_fields_2.classifiedType191a","Ponúkam službu"
"","posting_fields_2.classifiedType191b","Hľadám službu"
"","posting_fields_2.classifiedType362a","Predám vozidlo"
"","posting_fields_2.classifiedType362b","Hľadám vozidlo"
"","posting_fields_2.companyName","Názov spoločnosti"
"","posting_fields_2.day","Deň"
"","posting_fields_2.days","Dni"
"","posting_fields_2.description","Popis"
"","posting_fields_2.dontExposeEmail","Nezverejnite moju e-mailovú adresu"
"","posting_fields_2.duration","Trvanie"
"","posting_fields_2.email","E-mail"
"","posting_fields_2.experience","Požadovaná prax"
"","posting_fields_2.exposeEmail","Zverejnite môj e-mail"
"","posting_fields_2.forSale","Sell an Item"
"","posting_fields_2.identity","Som"
"","posting_fields_2.imLooking","Search a Class"
"","posting_fields_2.imOffering","Offer a Class"
"","posting_fields_2.individual","jednotlivec"
"","posting_fields_2.jobOffer","Offer a Job"
"","posting_fields_2.jobSearch","Find a Job"
"","posting_fields_2.jobTitle","Funkcia"
"","posting_fields_2.listingType","Typ oznámenia"
"","posting_fields_2.mailBlacked","E-mailové konto je zablokované."
"","posting_fields_2.mailInvalid","Chybná e-mailová adresa"
"","posting_fields_2.mailUsed","Táto e-mailová adresa je už zadaná"
"","posting_fields_2.man","Muž"
"","posting_fields_2.maskedEmail","Vaša e-mailová adresa bude zamaskovaná!"
"","posting_fields_2.minimum_price","Základná cena"
"","posting_fields_2.minLength","Dobré názvy obsahujú také slová, ktoré ľudia hľadajúci vaše oznámenie môžu vyhľadávať"
"","posting_fields_2.monthlyRent","Prenájom"
"","posting_fields_2.offer","Offer a"
"","posting_fields_2.optional","voliteľné"
"","posting_fields_2.phoneNumber","Telefónne číslo"
"","posting_fields_2.positionType","Typ pozície"
"","posting_fields_2.price","Cena"
"","posting_fields_2.professional","Profesionál"
"","posting_fields_2.reserve_price","Vyvolávacia cena"
"","posting_fields_2.salary","Mzda v rozsahu "
"","posting_fields_2.search","Find a"
"","posting_fields_2.sex","Pohlavie"
"","posting_fields_2.title","Nadpis"
"","posting_fields_2.UntilIsSold","Kým sa nepredá alebo neuzavrie"
"","posting_fields_2.validationError","Skontrolujte si chybné polia"
"","posting_fields_2.wanted","Find an Item"
"","posting_fields_2.woman","Žena"
"","posting_fields_2.YourAdIsIn","Toto oznámenie je v"
"","seokeywords.diego","toto je test"
"","seokeywords.PopularSearches","Populárne hľadania"
"","seokeywords.RelatedSearches","Podobné hľadania"
"","pagetitlepoststep2.ValidationError","Vyplňte, prosím, chýbajúce polia."
"","pagetitlepoststep2.Welcome","Podrobnosti oznámenia"
"","postingerror.AdCouldntBeRemoved","Odstránenie vášho inzerátu bolo neúspešné. Skúste znova neskôr."
"","postingerror.AdNotSupported","Tento inzerát nie je podporovaný"
"","postingerror.ClickLinkBelowIfYouWantToSelectFromListOfCitiesInstead","Kliknite na nasledujúce prepojenie, ak chcete radšej vybrať obec zo zoznamu."
"","postingerror.Error","Chyba"
"","postingerror.IncorrectPictureFormat","Nesprávny formát obrázka"
"","postingerror.InvalidEmail","Chybná e-mailová adresa"
"","postingerror.InvalidEmailAddress","Chybná e-mailová adresa"
"","postingerror.InvalidField","Neplatné pole."
"","postingerror.InvalidMail","Chybná e-mailová adresa"
"","postingerror.InvalidURL","Neplatná adresa URL"
"","postingerror.InvalidValue","Neplatná hodnota"
"","postingerror.MaximumAllowedSizeForUploadedFilesIsNumber","Maximálna povolená veľkosť pre uložené súbory je <<NUMBER>> MB."
"","postingerror.PleaseCompleteTheMissingFields","Vyplňte, prosím, chýbajúce polia."
"","postingerror.PleaseCompleteThisField","Prosíme, vyplňte toto pole."
"","postingerror.PleaseEnterANumberLike12Or3","Prosíme, zadajte číslo ako 1, 2 alebo 3."
"","postingerror.PleaseEnterANumericalValue","Prosíme, zadajte numerickú hodnotu."
"","postingerror.PleaseEnterAPositiveNumber","Prosíme, zadajte kladné číslo."
"","postingerror.PleaseSelectAtLeastOneOption","Vyberte aspoň jednu možnosť."
"","postingerror.PleaseSelectCategory","Zvoľte kategóriu."
"","postingerror.PleaseSelectSubcategory","Zvoľte podkategóriu."
"","postingerror.PleaseTryAgain","Prosíme, skúste znova."
"","postingerror.SupportOnlyRealEstateAds","V súčasnosti podporujeme len inzeráty v kategórii Nehnuteľnosti. Náš tím urobí všetko, aby vám poskytol čo najlepšie služby."
"","postingerror.TheFieldMustHaveAtLeastNCharacters","Pole musí obsahovať minimálne <<MIN_CHARS_LONG>> znakov."
"","postingerror.TheFileTypeIsNotCurrentlySupportedByBrand","<<BRAND>> momentálne nepodporuje tento typ súboru"
"","postingerror.ThereWasAnErrorTryingToFulfillYourRequest","Pri pokuse o vybavenie vašej požiadavky sa vyskytla chyba."
"","postingerror.ThisFileTypeIsNotCurrentlySupported","Momentálne nepodporuje tento typ súboru"
"","postingerror.ThisUserDoesntExist","Neexistujúci používateľ"
"","postingerror.UpdateNotCompletedDescriptionViolatesBrandTerms","Toto odovzdávanie nie je možné dokončiť, lebo popis je v rozpore s Podmienkami používania <<BRAND>>."
"","postingerror.UploadImagesIn","Obrázky pošlite vo formáte .JPG, .PNG, .GIF"
"","postingerror.ValidationError","Vyplňte, prosím, chýbajúce polia."
"","postingerror.ValueIsTooHigh","Zadaná hodnota je príliš vysoká. Zadajte hodnotu medzi 0 a 2 000 000 000 alebo nechajte pole prázdne"
"","postingerror.WeDontRecognizeThisCityOrZipCode","Takúto obec alebo PSČ nepoznáme."
"","posting_breadcrumb.step1","1. krok"
"","posting_breadcrumb.step2","2. krok"
"","posting_breadcrumb.viewListing","Zobraziť oznámenie"
"","posting_breadcrumb.viewListing2","Zobraziť moje oznámenie"
"","pagetitlepost.Welcome","Uverejnite bezplatný inzerát: Miesto a kategória oznámenia"
"","pagetitlepost.Welcome2","Uverejnite bezplatný inzerát: Miesto a kategória oznámenia"
"","pagetitlepost.Welcome3","Uverejnite bezplatný inzerát: Miesto a kategória oznámenia"
"","posting_changecatreg.category","Kategória"
"","posting_changecatreg.changeCategory","zmeniť kategóriu"
"","posting_changecatreg.changeRegion","zmeniť miesto"
"","posting_changecatreg.region","Miesto"
"","posting_photosprogress.of"," z "
"","posting_photosprogress.uploading","Odovzdávanie obrazu "
"","posting_photosprogress.wait","Čakajte prosím, vaše obrázky sa odovzdávajú..."
"","posting_removedphotos.addAnotherPhoto","Pridať ďalšie foto"
"","posting_removedphotos.browse","Prehľadávať"
"","posting_removedphotos.email","E-mail"
"","posting_removedphotos.errorPhoto","Chyba"
"","posting_removedphotos.optional","voliteľné"
"","posting_removedphotos.RemovePhoto","Odstrániť túto fotografiu"
"","renewitem_submitbutton.renew","Obnoviť položku"
"","contactseller_success.3","Naspäť do oznámenia"
"","contactseller_success.59","<br />Váš odkaz bol odoslaný.<br /><br />"
"","contactseller_success.Title","Kontaktovať predajcu"
"","contactseller_body_mail.1188","Kliknutím na nasledujúci odkaz môžete odpovedať na túto správu pomocou online odkazovacieho systému, ak nemáte možnosť priamo odpovedať odosielateľovi cez e-mail."
"","contactseller_body_mail.1189","Ahoj"
"","contactseller_body_mail.1332","Tieto poznámky sa týkajú oznámenia:"
"","contactseller_body_mail.1513","Kontaktné meno:"
"","contactseller_body_mail.1514","Kontaktné telefónne číslo:"
"","contactseller_body_mail.61","Nasleduje otázka k vášmu oznámeniu:"
